,description,text,date,keywords,summary,url
10,Enjoy Your Hot Chai With These 5 Healthy Snacks,"The moment clock strikes 4, the stomach starts making grumpy and groaning noise taking you close towards fried snacks.

Despite the fact that you are aware of the adverse health effects of fried snacks, you still tend to go closer to the fried rice and chili potato platter and far from your health goals!

However, you might necessarily not need to put the shutter down on your evening snacks to be enjoyed with a hot cup of Indian style masala chai.

So, if not the fried cutlets or chili potato then, what to eat?

Dietician Nmami Agarwal, CEO, and Founder, Nmami Life, has suggested healthy light and crunchy snacks that go perfectly with tea.

Sautéed Sprouts, Corn and Peas Chaat

© Provided by Jagran Prakashan Ltd. chaat

A rainbow bowl filled with fresh chopped veggies along with sautéed sprouts, corn and peas seasoned with chaat masala invites you to start a daily healthy evening tea regime. You also have an option to add overnight soaked chickpeas giving the chaat a heavily nutritious punch! In the veggies you can add chopped cucumber, tomatoes, onions, olives and jalapeño. Voila! The perfect tea time snack is ready to be enjoyed.

Roasted Veggies

© Provided by Jagran Prakashan Ltd. roasted broccoli

You can marinate your favorite veggies like bell peppers, cauliflower, or broccoli with seasonings of oregano, mixed herb or simply salt and pepper, and then load it onto the oven to roast with all the flavors. This is one of the healthiest tea-time snack option and the best substitute for your deep-fried chips and cutlets.

Puffed Rice Crunchy Bhel

© Provided by Jagran Prakashan Ltd. bhel

Undoubtedly, bhel puri is the food love of every Indian who is a die-hard fan of savory snack. This snack is typically made with puffed rice, fresh chopped vegetables, lemon juice, peanuts, sev, and some tangy chutney. You can also add an extra crunch to this light snack by adding some roasted walnuts or sesame seeds.

Minty Whole Wheat Wrap

Minty whole wheat wrap is the combination of vegetables of your choice (however, few veggies that can’t be missed such are broccoli, tomato, carrot, and cucumber) and mint dip wrapped in a whole wheat thin chapatti. For a flavorful experience, add some herbs to it!

Instant Dhokla

© Provided by Jagran Prakashan Ltd. dhokla

To prepare this wholesome evening delight all you need to do is mix some gram flour with semolina and add your favorite spices along with a pinch of fruit salt. Then, steam it well and temper with some curry leaves and mustard seeds. The perfectly light, fluffy and fulfilling evening delight is ready with minimal efforts!

It is better to make an extra effort instead of relying on ready to eat food available out there in the market! These five snacks are laden with a number of nutrients and health benefits. What more? These snacks can easily be prepared at home in 30 minutes or even less than that. So, don’t take a chance with your health and make a diligent mindset to stick towards healthy and clean eating with your favorite cup of tea!

Suggested: 24 Actually Delicious Vegan Recipes (Delish)



Watch: How to Make Perfect Queso Dip (My Recipes)

",,"['jagran', 'healthy', 'chai', 'veggies', 'fried', 'evening', 'enjoy', 'add', 'snack', 'prakashan', 'provided', 'hot', 'snacks', 'health']","The moment clock strikes 4, the stomach starts making grumpy and groaning noise taking you close towards fried snacks.
Despite the fact that you are aware of the adverse health effects of fried snacks, you still tend to go closer to the fried rice and chili potato platter and far from your health goals!
However, you might necessarily not need to put the shutter down on your evening snacks to be enjoyed with a hot cup of Indian style masala chai.
Dietician Nmami Agarwal, CEO, and Founder, Nmami Life, has suggested healthy light and crunchy snacks that go perfectly with tea.
These snacks can easily be prepared at home in 30 minutes or even less than that.",https://www.msn.com/en-in/foodanddrink/recipes/enjoy-your-hot-chai-with-these-5-healthy-snacks/ar-AAGtqmW?li=BBPGFFn
11,8 Clever Uses for Coconut Oil (That Are Almost Too Good to Be True),"© Getty Images

It’s basically the Instant Pot of ingredients.

It’s no secret that coconut oil is incredibly popular right now, and for good reason.

This versatile ingredient has endless functionality—you can use coconut oil for everything from cooking and cleaning to fighting frizz, less-than-fresh breath, and inflammation. Its delicious flavor, natural ability to moisturize, and anti-bacterial benefits make it useful for almost every room in your house.

Here are the top eight ways you should start putting your jar of coconut oil to work today.

Frying foods at high heat

First things first, we’d like to clear the air on the whole health-halo thing. Coconut oil has plenty of potential health benefits (keep reading!), but it’s important to keep in mind that coconut oil has an extremely high saturated fat content—about 87 percent of its fat content is saturated. If you don’t believe me, just think about the fact that it’s solid at room temperature. Sorry to burst your bubble.

That being said, the saturated fat content makes coconut oil an excellent ingredient for high-heat searing, sautéing, or frying. Why? Because, unlike the polyunsaturated fatty acids found in vegetable oils, it retains its structure at high temperatures. You won't taste the coconut on your steak either—promise.

Homemade magic shell



Would I lie to you? Seriously—just melt coconut oil with chocolate in the microwave and let the mixture cool to room temp before drizzling over ice cream. Give it a minute to set, then crack it open with a spoon. So satisfying!

Fresher breath

Coconut oil has powerful anti-bacterial and antifungal properties, which means it may help fight bad breath and gingivitis. One study showed that swishing with coconut oil (aka oil pulling) for 10 minutes reduced bacteria in the mouth as well as antiseptic mouthwash; another found that daily coconut gargling can reduce inflammation and plaque in participants with gingivitis.

Moisturizing skin

Thanks to its fatty acids, coconut oil is very moisturizing, and it’s safe to use on your body and face for all skin types. It absorbs quickly and gives off a more glowy, dewy effect compared to traditional lotion. The pleasant tropical scent doesn’t hurt, either—you’ll be using it as lip balm before you know it! Keep in mind, coconut oil is comedogenic, so it's not recommended for acne-prone skin.

Stain removal



Combine equal parts coconut oil and baking soda and mix them together to form a paste. Apply to your stained fabric or furniture, wait five or so minutes, and it should wipe away.

Makeup remover

It’s true! Even waterproof makeup can’t stand up to coconut oil. Apply it directly to your skin, or use a cotton pad and let it sit for several seconds, and watch your makeup melt away. Just don’t get it in your eyes, please.

Frizz fighting

Indeed, you can use a small amount of coconut oil over your hair to tame flyaways in humid weather. Simply rub it between your hands to heat it up before delicately smoothing it over strands. It helps lock in moisture and boost shine, too.

Skin irritation and eczema relief

Thanks to its anti-bacterial and moisturizing nature, studies have shown that coconut oil may help with the skin conditions dermatitis and eczema.

Watch: How to make the ultimate coconut cake (My Recipes)

Suggested: 16 Reasons Coconut Oil is Magic (The Active Times)

",,"['minutes', 'moisturizing', 'clever', 'true', 'skin', 'antibacterial', 'uses', 'oil', 'saturated', 'high', 'coconut', 'fat', 'good', 'room']","It’s no secret that coconut oil is incredibly popular right now, and for good reason.
This versatile ingredient has endless functionality—you can use coconut oil for everything from cooking and cleaning to fighting frizz, less-than-fresh breath, and inflammation.
Here are the top eight ways you should start putting your jar of coconut oil to work today.
Frizz fightingIndeed, you can use a small amount of coconut oil over your hair to tame flyaways in humid weather.
Watch: How to make the ultimate coconut cake (My Recipes)Suggested: 16 Reasons Coconut Oil is Magic (The Active Times)",https://www.msn.com/en-in/lifestyle/beauty-and-fashion/8-clever-uses-for-coconut-oil-that-are-almost-too-good-to-be-true/ar-AAGrOOL?li=AAvxqQB
12,Volvo XC90 Excellence Lounge Console India launch on September 3,"© Jaiveer Mehra Volvo XC90 Excellence Lounge Console India launch on September 3

Volvo is set to launch a more luxurious iteration of the XC90 Excellence in India on September 3, 2019.

Called the Excellence Lounge Console, this new variant is expected to feature a three-seat layout – the front passenger seat will make way for a powered unit that has a rising leg-rest, a fold-away touchscreen and lockable storage compartments.

Expect all the luxuries of the standard XC90 Excellence to carry-over.

© Jaiveer Mehra Volvo XC90 Excellence Lounge Console India launch on September 3

The XC90 Excellence Lounge Console is expected to be available only in limited numbers with Volvo having referred to the SUV as ‘a limited edition work of art’.

In photos: Inside the Volvo factory built to produce its new high-powered Tesla rival (Provided by BI India)

Under the hood, the Excellence Lounge Console is expected to use the same T8 Twin Engine hybrid system as the standard XC90 Excellence. The system pairs a 320hp, 2.0-litre turbocharged and supercharged petrol motor (powering the front wheels) with an 87hp electric motor (driving the rear wheels) to give the SUV all-wheel drive. Total system output is rated at 407hp and 640Nm of peak torque.

Expect the XC90 Excellence Lounge Console to be priced at a premium to the standard XC90 Excellence, which means that prices will be in the Rs 1.4 crore region (ex-showroom).

Watch: Video review of 2020 Volvo XC60 Polestar sport hybrid (Provided by Detroit Free Press)",,"['standard', 'console', 'xc90', 'india', 'lounge', 'volvo', 'excellence', 'expected', 'system', 'launch']","© Jaiveer Mehra Volvo XC90 Excellence Lounge Console India launch on September 3Volvo is set to launch a more luxurious iteration of the XC90 Excellence in India on September 3, 2019.
Expect all the luxuries of the standard XC90 Excellence to carry-over.
© Jaiveer Mehra Volvo XC90 Excellence Lounge Console India launch on September 3The XC90 Excellence Lounge Console is expected to be available only in limited numbers with Volvo having referred to the SUV as ‘a limited edition work of art’.
In photos: Inside the Volvo factory built to produce its new high-powered Tesla rival (Provided by BI India)Under the hood, the Excellence Lounge Console is expected to use the same T8 Twin Engine hybrid system as the standard XC90 Excellence.
Expect the XC90 Excellence Lounge Console to be priced at a premium to the standard XC90 Excellence, which means that prices will be in the Rs 1.4 crore region (ex-showroom).",https://www.msn.com/en-in/autos/news/volvo-xc90-excellence-lounge-console-india-launch-on-september-3/ar-AAGtmFS?li=AAgg6KI
13,"Inside leaders’ lockdown in Kashmir: Frazzled nerves, hunger strike threat and a huddle in hotel","© Photo by Waseem Andrabi/Hindustan Times via Getty Images

BEFORE AUGUST 5, far from the noise of the street outside, the Sher-e-Kashmir International Conference Centre here was an oasis of calm. Built by Jammu and Kashmir’s political establishment and connected to the Centaur Hotel, a high wall and a tight security ring fenced off lush manicured lawns that played venue to many a conference and concert.

Full coverage: Kashmir turmoil

Today, it’s a “subsidiary jail”, its Reception lobby doubles up as the meeting area of a prison. Centaur is where almost the entire top rung of Kashmir’s mainstream is detained. Only close relatives are allowed but not before they have applied to a Deputy Superintendent of Police.

Like the over 50 men detained, their relatives — wives, children, mothers, sisters and parents — are all former VIPs. Until recently, their faces and names were a free pass through any official door in Kashmir. Today, they are frisked, questioned, allowed entry only after depositing everything — from handbags and phones to even sunglasses.

After extensive interviews with officials and relatives of those detained, The Indian Express has pieced together details from inside — an account of how the once political elite is now detained, their security personnel now prison guards and how they feel pushed against the wall in ways more than one.

“We never even imagined such an experience. This is not a real jail but I can fully understand how difficult it is to have a loved one inside a jail,’’ said a relative who spoke on the condition of anonymity. “If you even mention my gender and relationship with the detainee, that can add to our hassle. They can refuse visitation rights. Who knows they may even shift them out? At least, he is here in Kashmir and we can go see him.”

A detainee’s relative said that for the first week, the administration didn’t allow detainees to meet each other. “At the most, they met, briefly, at mealtime because it was difficult to serve meals to so many people separately. It was difficult because other than a few, no one among the detainees has had any experience of incarceration.”

Photos: Inside Jammu & Kashmir

A senior leader who is detained threatened a hunger strike, a source said. “That helped,’’ a relative said. “We are now allowed to spend more time inside.”

Among those in Centaur sub-jail are dozens of former legislators, ministers and leaders of almost all the mainstream parties of Kashmir. Except the detained three former Chief Ministers, almost every mainstream politician is detained here.

“It’s a little better than a real jail. Each one has been allowed a helper. The detainees look relatively more settled but there’s restlessness as the new reality sinks in,” said the relative. “When I visited, I didn’t see any senior leaders of the NC in the meeting place. There were few junior ones though. I heard Sagar Sahib (former minister and senior NC leader Ali Mohammad Sagar) is not keeping well. There were several people talking to Sajjad Lone in a corner. I saw Waheed Para (of PDP) sitting with his family members. He was dishevelled, I couldn’t recognise him first,’’ the relative said.

Another relative who has also visited the sub-jail several times in the last week said that the government is “constantly approaching” the detainees asking them to join the new arrangement. “They prepared a document, a sort of a bond, which they wanted them (detainees) to sign so that they could be released. They want an assurance they won’t carry out any political activity, not speak against the government move, and in a way, stay indoors. I was told nobody has agreed to sign it”.

“Each one of them (detainees) has two options,” said the relative. “One is to resist; it will give legitimacy and izzat (respect) among people but the risk is too high, we will be treated worse than the separatists. Who knows whether it would be safe without security? The other option is to wait it out, see what happens.”

Another relative of a detainee says the sense is that nobody wants to come out. “That’s why nobody is approaching the court against the detention, not even the former CMs (Chief Ministers). I spoke to several of them (detainees), they are extremely worried because they aren’t able to find a simple way out of this…One leader, an experienced politician, told me there are very limited options and each one is very, very difficult. They are aware that the decision they take will have far-reaching implications not only for them but will affect their families, too.”

Also watch: Article 370 abrogation - Russia backs India, calls it sovereign decision

Replay Video SETTINGS OFF HD HQ SD LO

(Video by The Times of India)

The relative added: “There is a lot of suspicion. I think apart from few, they talk among their own groups. They are yet to cut across party lines. Everybody is waiting to see who will break away first.”

The administration has neither withdrawn the detainees’ government residences nor their security cover. Sources said one reason could be that the administration is also weighing its options, waiting for the leaders to decide. “The focus is more on second rung and a few well-known ones. I don’t think New Delhi is interested to rope in the former CMs, especially the two Abdullahs and Mufti. That will harm their narrative that this is the end of dynasty rule. I don’t think Sajjad Lone will accept this arrangement, either,’’ a source said.

“Until now, nobody seems to bite the bait. It is going to be a long drawn battle and there will be lot of covert and overt stuff in the months to come. The downgrade of the state could also be deliberate so that statehood and not special status becomes the bargaining chip if things go south.”

There are complaints of pressure to fall in line. Said one relative of a detainee: “My (relative) has decided he won’t join the new arrangement. They have been working on him for days, sending officers who come for a chat…it’s a nightmare for the entire family, especially for children. He is firm not to join but he isn’t sure what to do next. I think some would prefer to leave the country because the cost of staying here and taking either route is so high,” he said.

The arrests of mainstream political leaders began hours before the Centre abrogated J&K’s special status, bifurcated the state and downgraded it to Union Territories on August 5. But much before that, separatists were picked up, their leadership is in jails outside the state.

Many young men picked up for participating in protests or the possibility of joining protests were ferried to jails outside J&K in special aircraft. Many of their relatives, unlike the ones in the Centaur lobby, are unaware of where they are and when they can meet.",,"['inside', 'hunger', 'nerves', 'lockdown', 'think', 'threat', 'kashmir', 'leaders', 'security', 'relatives', 'detainees', 'strike', 'relative', 'political', 'huddle', 'mainstream', 'hotel', 'detained']","Full coverage: Kashmir turmoilToday, it’s a “subsidiary jail”, its Reception lobby doubles up as the meeting area of a prison.
Like the over 50 men detained, their relatives — wives, children, mothers, sisters and parents — are all former VIPs.
Until recently, their faces and names were a free pass through any official door in Kashmir.
At least, he is here in Kashmir and we can go see him.”A detainee’s relative said that for the first week, the administration didn’t allow detainees to meet each other.
The arrests of mainstream political leaders began hours before the Centre abrogated J&K’s special status, bifurcated the state and downgraded it to Union Territories on August 5.",https://www.msn.com/en-in/news/newsindia/inside-leaders-lockdown-in-kashmir-frazzled-nerves-hunger-strike-threat-and-a-huddle-in-hotel/ar-AAGtjay?li=AAgges1
14,"SC reserves order on Chidambaram’s bail plea, extends ED arrest shield till Sept 5","Supreme Court on Thursday reserved its order on Congress leader P Chidambaram's petition seeking protection from arrest by the Enforcement Directorate in an alleged money laundering case till September 5.

© Provided by IE Online Media Services Pvt Ltd The apex court is hearing a plea filed by Chidambaram who has challenged the August 20 verdict of the Delhi High Court denying him anticipatory bail in the INX Media corruption and money laundering cases lodged by the CBI and ED.

The court also asked the ED to submit the documents in a sealed cover.

Full coverage: INX media case

The former Union minister offered before the bench to remain in the custody of CBI till Monday. The apex court refused to comment on it after solicitor general Tushar Mehta said that extension of remand can only be done before the CBI court.

During hearing in the case, ED called the offence of money laundering an act against ""society and nation"" and sought Chidambaram’s custodial interrogation in the INX media case under PMLA.

Mehta, appearing for ED, told the bench of Justices R Banumathi and A S Bopanna that it cannot show the material collected during the probe at this stage as the evidence related to the money trail might be erased.

Watch: ""Need Chidambaram's custody to unearth conspiracy"", ED tells SC (Provided by The Times of India)

Replay Video SETTINGS OFF HD HQ SD LO

Mehta said there was no requirement of ""exposing the materials, sources and evidence to the accused at the stage of pre-arrest bail"" and investigation is the exclusive domain of the probe agency, PTI reported.

""Money laundering is an offence against the society and the nation and probe agency has a right and duty to unearth the entire conspiracy,"" Mehta said.

Adding that the ED wanted to interrogate Chidambaram in custody and without the ""protective umbrella"" of anticipatory bail, Mehta said, ""I have materials to show that laundering of money continued after 2009 and even today (in the INX Media case).""

Mehta claimed that the proposal made by Kapil Sibal about the court scrutinising whether an accused has been evasive after examining the questions and answers put to him based on evidence collected is absurd.

Listing out various sensitive and high profile cases being probed under the PMLA, Mehta said the SC decision would have wide ramifications on cases filed against Vijay Mallya, Nirav Modi, Mehul Choksi, Zakir Naik and other terror funding cases.

The probe agency had on Wednesday told the top court that the former minister was ""playing victim card"" and added that there was no ""witch hunt"" against him.

Referring to the arguments advanced by Chidambaram’s counsel on Tuesday that ED wanted to humiliate him by arresting him, Mehta had said, ""A victim card is sought to be played. They are saying humiliation. It is not. It is prevention, prevention and prevention with capital P. I am serious about this"".

Referring to provisions of the Prevention of Money Laundering Act (PMLA), Mehta had said it provides that material collected during the probe is sent to adjudicating authority in a sealed cover.

To this, senior advocate Kapil Sibal, representing Chidambaram, responded saying they never argued that they wanted access to the material collected by the ED but only said that the agency should put it to the accused and question him on it.

Chidambaram is presently in CBI custody till August 30 with regards to the corruption case linked to INX Media. CBI had lodged an FIR on May 15, 2017, alleging irregularities in Foreign Investment Promotion Board (FIPB) clearance granted to INX Media group for receiving overseas funds of Rs 305 crore in 2007 during Chidambaram’s tenure as finance minister. Thereafter, ED lodged a money laundering case.",,"['shield', 'ed', 'mehta', 'till', 'extends', 'order', 'chidambarams', 'cbi', 'court', 'inx', 'money', 'probe', 'sept', 'sc', 'media', 'plea', 'laundering', 'reserves']","Supreme Court on Thursday reserved its order on Congress leader P Chidambaram's petition seeking protection from arrest by the Enforcement Directorate in an alleged money laundering case till September 5.
Full coverage: INX media caseThe former Union minister offered before the bench to remain in the custody of CBI till Monday.
The apex court refused to comment on it after solicitor general Tushar Mehta said that extension of remand can only be done before the CBI court.
Chidambaram is presently in CBI custody till August 30 with regards to the corruption case linked to INX Media.
Thereafter, ED lodged a money laundering case.",https://www.msn.com/en-in/news/newsindia/sc-reserves-order-on-chidambarams-bail-plea-extends-ed-arrest-shield-till-sept-5/ar-AAGv8Qy?li=AAggbRN
15,"Pakistan terrorists, commandos trying to enter Gujarat, BSF, Coast Guard on high alert","© Bachchan Kumar/Hindustan Times/Getty The Border Security Force (BSF) and Indian Coast Guard have been put on high alert along the Gujarat borders after intel inputs revealed that Pakistan Navy-trained terrorists and commandos are trying to enter the Gulf of Kutch in small boats.

Intelligence sources have warned the border forces that Pakistan-trained commandos and terrorists are trying to enter the Gulf of Kutch and Sir Creek area in small boats.



High alert has been sounded in coastal Gujarat after receiving intelligence inputs about possible underwater attacks on the coasts of Gujarat and other ports.

Gujarat Coast Guard has received intelligence inputs that Pakistan-trained commandos have entered the Gulf of Kutch through Harami Nala creek area and these commandos are heavily trained in carrying out underwater attacks and attacks on ports and ships.

Watch: Pakistan has no locus standi on Kashmir, says Rajnath Singh

Replay Video SETTINGS OFF HD HQ SD LO

Advisory has been issued by several ports along the Kutch coastline and also by private port operators like the Adani Group that mans the Mundra port in Gujarat.



The advisory issued by Adani Ports in connection with the alert said that Security Level 1 alert has been sounded across the port and shoreline.

All the stakeholders, vessels and officials have been asked to remain vigilant and immediately inform authorities if any suspicious activity is seen in the waters, port area or shore. Security agencies manning the shoreline and port have been asked to look for any suspicious vessels, persons and activity.

All agencies, including Coast Guard, customs, port authorities, coastal police and the Indian Navy are on high alert across the vast coast line of Gujarat. A similar advisory has been issued by Deendayal Port and Kandla Port officials, asking all stakeholders and officials to remain vigilant and inform Coast Guard and coastal police in view of any suspicious activities.

Heavy deployment of security officials was done on Thursday across all ports following the input and security measures remain enhanced to the top level.

(With inputs from Divyesh Singh and Manjeet Negi)

Photos: Most powerful military nations of 2019",,"['pakistan', 'inputs', 'gujarat', 'enter', 'alert', 'officials', 'coast', 'bsf', 'ports', 'security', 'commandos', 'kutch', 'guard', 'high', 'terrorists', 'port', 'trying']","© Bachchan Kumar/Hindustan Times/Getty The Border Security Force (BSF) and Indian Coast Guard have been put on high alert along the Gujarat borders after intel inputs revealed that Pakistan Navy-trained terrorists and commandos are trying to enter the Gulf of Kutch in small boats.
High alert has been sounded in coastal Gujarat after receiving intelligence inputs about possible underwater attacks on the coasts of Gujarat and other ports.
All agencies, including Coast Guard, customs, port authorities, coastal police and the Indian Navy are on high alert across the vast coast line of Gujarat.
A similar advisory has been issued by Deendayal Port and Kandla Port officials, asking all stakeholders and officials to remain vigilant and inform Coast Guard and coastal police in view of any suspicious activities.
Heavy deployment of security officials was done on Thursday across all ports following the input and security measures remain enhanced to the top level.",https://www.msn.com/en-in/news/newsindia/pakistan-terrorists-commandos-trying-to-enter-gujarat-bsf-coast-guard-on-high-alert/ar-AAGuOO5?li=AAgges1
16,Why cry when Kashmir is not yours? Rajnath Singh talks tough to Pakistan again,"Replay Video SETTINGS OFF HD HQ SD LO

(Video by Times of India)

Continuing with his tough talk, Union Defence Minister Rajnath Singh on Thursday said that Pakistan has no locus standi on Kashmir and that “no country is backing it on the current issue”.

Singh’s comments come in the wake of Islamabad trying to internationalise the Centre’s move to abrogate provisions of Article 370.

Addressing a Defence Research and Development Organisation event in Leh, Rajnath Singh questioned why Pakistan keeps crying over Kashmir when it never belonged to the country.

""I want to ask Pakistan, when did Kashmir ever belong to Pakistan that you keep crying about it,"" he said.

Full coverage: Kashmir turmoil

“Kashmir has always been a part of India,” he said, reiterating the Government’s stand.

“Pakistan ban gaya toh hum aapke wajood ka samman karte hain (Since Pakistan was created, we respect its identity),” he said.

Singh further asked how can India talk to Pakistan when it keeps trying to destabilise India using terror.

India wants to have a good neighbourly relationship with Pakistan, but it should first stop exporting terror to India, he said asserting that Pakistan has no locus standi on Kashmir.

This is Singh’s first visit to Ladakh after it was carved out as a union territory from the state of Jammu and Kashmir.

© Getty Images

The Defence Minister further said that Pakistan should focus on addressing human rights violations and atrocities in Pakistan-occupied Kashmir.

He said that US Defense Secretary Mark Esper during a telephonic conversation told him that abrogation of provisions of Article 370 was an internal matter of India.

A spokesperson of the Defence Ministry in New Delhi had said that Esper appreciated the central government’s position that the recent developments in Jammu and Kashmir are an internal matter of India and he hoped that any issue between India and Pakistan would be resolved bilaterally.

Pakistan has been trying to gain global attention by raising the Kashmir issue at the United Nations.

Rajnath Singh had last week said that should bilateral talks happen, it would not be about Jammu and Kashmir, but on Pakistan-occupied Kashmir, the territory under Pakistan’s control since it invaded the region in 1947.

Earlier, he had made an intriguing statement saying that India’s nuclear policy till date has been ‘No First Use’ but “what happens in future depends on the circumstances”.

On August 5, the Government scrapped Article 370 of the Constitution and split the state into two union territories.

A day after the Indian government abrogated Article 370, Imran Khan had warned of “Pulwama-like incidents to happen again”.

On August 5, the Government scrapped Article 370 of the Constitution and split the state into two union territories.

A day after the Indian government abrogated Article 370, Imran Khan had warned of “Pulwama-like incidents to happen again”.

Photos: Inside Jammu and Kashmir",,"['pakistan', 'cry', '370', 'talks', 'jammu', 'defence', 'india', 'kashmir', 'rajnath', 'state', 'union', 'singh', 'article', 'trying', 'tough']","Singh’s comments come in the wake of Islamabad trying to internationalise the Centre’s move to abrogate provisions of Article 370.
Addressing a Defence Research and Development Organisation event in Leh, Rajnath Singh questioned why Pakistan keeps crying over Kashmir when it never belonged to the country.
""I want to ask Pakistan, when did Kashmir ever belong to Pakistan that you keep crying about it,"" he said.
A day after the Indian government abrogated Article 370, Imran Khan had warned of “Pulwama-like incidents to happen again”.
A day after the Indian government abrogated Article 370, Imran Khan had warned of “Pulwama-like incidents to happen again”.",https://www.msn.com/en-in/news/newsindia/why-cry-when-kashmir-is-not-yours-rajnath-singh-talks-tough-to-pakistan-again/ar-AAGuXGj?li=AAggbRN
17,"Pakistan’s statements on Kashmir ‘lies and deceit’, says India","Replay Video SETTINGS OFF HD HQ SD LO

(Video by NDTV)

India on Thursday hit out at Pakistan for its unwarranted statements on Jammu and Kashmir and said they were nothing but “lies and deceit”. New Delhi said that Kashmir is an internal matter and Pakistan’s statements were “highly irresponsible”.

Full coverage: Kashmir turmoil

“We strongly condemn the recent statements by Pakistani leadership on matters internal to India. These are very irresponsible statements,”said MEA spokesperson Raveesh Kumar.

Imran Khan and his ministers have been consistently targeting India after the government decided to nullify Article 370 ending the special status for Jammu and Kashmir. “The provocative statements from Pakistan include call for jihad and inciting violence in India,” MEA’s Raveesh Kumar said.

Responding to an alert by intelligence agencies that a group of armed men, possibly Pakistan-trained commandos, is feared to have entered Gujarat’s Kutch area, India said Pakistan must start behaving as a normal neighbour. “It is important for them (Pakistan) to now start behaving like a normal neighbour. What do normal neighbours do? You don’t push terrorists into a neighbouring country. You do normal talk, normal trade. This is not something which is happening from Pakistan,” Kumar said.

© Getty Images

On Pakistan’s letter to the United Nations alleging human rights violations in Jammu and Kashmir, the external affairs ministry said “the letter is not even worth the paper on which it was written. Don’t want to give credence to it by reacting”.

New Delhi’s comments come amid rising tensions between the two neighbours and on a day Pakistan test-fired its surface to surface missile Ghaznavi.The timing of the missile launch is seen as part of an effort by Pakistan to internationalise the Kashmir issue at both military and diplomatic levels. It also raises the spectre of nuclear war between the two countries.

Pakistan has also been threatening to close its airspace to India. But there seems to be different voices within the Imran Khan regime over the issue. Science and Technology Minister Fawad Chaudhry tweeted on Tuesday that the government was considering complete closure of airspace to India but foreign minister Shah Mehmood Qureshi said no such decision has been taken yet.

Photos: Inside Jammu and Kashmir",,"['pakistans', 'pakistan', 'lies', 'start', 'jammu', 'raveesh', 'india', 'surface', 'kashmir', 'statements', 'normal', 'deceit']","Replay Video SETTINGS OFF HD HQ SD LO(Video by NDTV)India on Thursday hit out at Pakistan for its unwarranted statements on Jammu and Kashmir and said they were nothing but “lies and deceit”.
New Delhi said that Kashmir is an internal matter and Pakistan’s statements were “highly irresponsible”.
Full coverage: Kashmir turmoil“We strongly condemn the recent statements by Pakistani leadership on matters internal to India.
Imran Khan and his ministers have been consistently targeting India after the government decided to nullify Article 370 ending the special status for Jammu and Kashmir.
“The provocative statements from Pakistan include call for jihad and inciting violence in India,” MEA’s Raveesh Kumar said.",https://www.msn.com/en-in/news/newsindia/pakistans-statements-on-kashmir-lies-and-deceit-says-india/ar-AAGv8sV?li=AAggbRN
18,MSN Weather,You are using an older browser version. Please use a supported version for the best MSN experience.,,"['weather', 'version', 'using', 'older', 'msn', 'browser', 'supported', 'experience', 'best']","You are using an older browser version.
Please use a supported version for the best MSN experience.","https://www.msn.com/en-in/weather/today/Ajmer,Rajasthan,India/we-city?iso=IN&el=Di3taq%2BDglK1%2BVUgjYakrA%3D%3D"
19,The 10 weirdest and wildest Aston Martins ever,"By James Page

|

Nowadays, Aston Martin makes much of its status as a chic, stylish brand – with an ethos of ‘power, beauty and soul’. After all, it’s every spy’s marque of choice.

Not every machine to have carried the famous badge has entirely lived up to those qualities, though. In fact, some were pretty much the opposite.

From coachbuilt models clothed in wacky bodies to in-house examples that were decidedly offbeat, history has seen its fair share of eccentric Astons – starting with these 10 here.",,"['aston', 'pretty', 'spys', 'martins', 'wildest', 'seen', 'weirdest', 'share', 'stylish', 'wacky', 'starting', 'soul', 'qualities', 'status']","By James Page|Nowadays, Aston Martin makes much of its status as a chic, stylish brand – with an ethos of ‘power, beauty and soul’.
After all, it’s every spy’s marque of choice.
Not every machine to have carried the famous badge has entirely lived up to those qualities, though.
In fact, some were pretty much the opposite.
From coachbuilt models clothed in wacky bodies to in-house examples that were decidedly offbeat, history has seen its fair share of eccentric Astons – starting with these 10 here.",https://www.msn.com/en-in/autos/photos/the-10-weirdest-and-wildest-aston-martins-ever/ss-AAGjBQp?li=BBAgStz
